Date,Commodity,Unit,Minimum,Maximum,Average
2024-06-29,Clive Green,KG,150.0,160.0,155.0
2024-06-29,Clive Dry,KG,150.0,160.0,155.0
2024-06-29,Garlic Dry Nepali,KG,200.0,210.0,205.0
2024-06-29,Garlic Dry Chinese,KG,210.0,230.0,222.0
2024-06-29,Coriander Green,KG,50.0,70.0,58.0
2024-06-29,Garlic Green,KG,80.0,90.0,86.67
2024-06-29,Capsicum,KG,40.0,50.0,46.0
2024-06-29,Chilli Green(Machhe),KG,30.0,50.0,38.0
2024-06-29,Chilli Green(Bullet),KG,80.0,90.0,85.0
2024-06-29,Chilli Green,KG,80.0,90.0,86.0
2024-06-29,Chilli Dry,KG,450.0,480.0,465.0
2024-06-29,Ginger,KG,260.0,280.0,270.0
2024-06-29,Avocado,KG,550.0,600.0,575.0
2024-06-29,Kiwi,KG,550.0,600.0,575.0
2024-06-29,Litchi(Indian),KG,200.0,220.0,210.0
2024-06-29,Papaya(Indian),KG,90.0,100.0,96.67
2024-06-29,King Oyster,Kg,280.0,300.0,290.0
2024-06-29,Lettuce,KG,80.0,90.0,86.67
2024-06-29,Drumstick,KG,200.0,220.0,210.0
2024-06-29,French Bean(Rajma),KG,100.0,120.0,110.0
2024-06-29,French Bean(Hybrid),KG,50.0,70.0,57.5
2024-06-29,French Bean(Local),KG,50.0,70.0,58.0
2024-06-29,Cowpea(Short),KG,90.0,100.0,96.67
2024-06-29,Cow pea(Long),KG,50.0,70.0,60.0
2024-06-29,Brinjal Round,KG,50.0,60.0,55.0
2024-06-29,Brinjal Long,KG,40.0,50.0,46.0
2024-06-29,Cauli Local(Jyapu),KG,80.0,90.0,85.0
2024-06-29,Soyabean Green,KG,80.0,90.0,86.0
2024-06-29,Cauli Local,KG,60.0,70.0,66.0
2024-06-29,Carrot(Local),KG,60.0,70.0,64.0
2024-06-29,Onion Dry (Indian),KG,95.0,100.0,97.5
2024-06-29,Potato Red(Mude),KG,50.0,52.0,51.33
2024-06-29,Potato Red,KG,60.0,62.0,61.2
2024-06-29,Tomato Small(Tunnel),KG,24.0,32.0,27.6
2024-06-29,Tomato Small(Local),KG,16.0,22.0,19.2
2024-06-29,Tomato Big(Nepali),KG,60.0,70.0,65.0
2024-06-29,Red Cabbbage,KG,40.0,50.0,45.0
2024-06-29,Cabbage(Local),KG,25.0,35.0,29.0
2024-06-29,Bitter Gourd,KG,40.0,50.0,44.0
2024-06-29,Raddish White(Hybrid),KG,60.0,70.0,65.0
2024-06-29,Pointed Gourd(Local),KG,25.0,30.0,28.0
2024-06-29,Sugarbeet,KG,50.0,60.0,56.67
2024-06-29,Bottle Gourd,KG,60.0,70.0,66.67
2024-06-29,Brocauli,KG,110.0,130.0,120.0
2024-06-29,Neuro,KG,80.0,90.0,85.0
2024-06-29,Asparagus,KG,180.0,220.0,200.0
2024-06-29,Mushroom(Button),KG,280.0,320.0,296.0
2024-06-29,Onion Green,KG,80.0,90.0,86.67
2024-06-29,Mustard Leaf,KG,30.0,40.0,35.0
2024-06-29,Brd Leaf Mustard,KG,40.0,50.0,46.67
2024-06-29,Mushroom(Kanya),KG,140.0,160.0,150.0
2024-06-29,Arum,KG,100.0,110.0,106.67
2024-06-29,Pointed Gourd(Terai),KG,25.0,30.0,27.5
2024-06-29,Christophine,KG,50.0,60.0,56.67
2024-06-29,Smooth Gourd,KG,60.0,70.0,66.0
2024-06-29,Sponge Gourd,KG,50.0,60.0,56.67
2024-06-29,Snake Gourd,KG,40.0,50.0,43.33
2024-06-29,Squash(Round),KG,30.0,40.0,35.0
2024-06-29,Okara,KG,40.0,50.0,46.0
2024-06-29,Pumpkin,KG,35.0,40.0,37.5
2024-06-30,Lime,KG,280.0,320.0,296.67
2024-06-30,Pineapple,1 Pc,160.0,180.0,170.0
2024-06-30,Mandarin,KG,220.0,250.0,233.33
2024-06-30,Sweet Orange,KG,160.0,180.0,170.0
2024-06-30,Water Melon(Green),KG,50.0,60.0,55.0
2024-06-30,Mango(Dushari),KG,70.0,80.0,75.0
2024-06-30,Mango(Maldah),KG,60.0,70.0,65.0
2024-06-30,Pomegranate,KG,350.0,400.0,376.67
2024-06-30,Banana,Per Dozen,130.0,140.0,135.0
2024-06-30,Celery,KG,160.0,180.0,170.0
2024-06-30,Gundruk,KG,250.0,300.0,276.67
2024-06-30,Tofu,KG,150.0,160.0,155.0
2024-06-30,Bamboo Shoot,KG,100.0,110.0,105.0
2024-06-30,Tamarind,KG,150.0,160.0,155.0
2024-06-30,Turnip A,KG,70.0,80.0,75.0
2024-06-30,Mint,KG,160.0,180.0,170.0
2024-06-30,Parseley,KG,260.0,280.0,270.0
2024-06-30,Cucumber(Local),KG,90.0,100.0,95.0
2024-06-30,Apple(Fuji),KG,300.0,320.0,310.0
2024-06-30,Cucumber(Hybrid),KG,40.0,50.0,45.0
2024-06-30,Fish Fresh(Chhadi),KG,230.0,250.0,240.0
2024-06-30,Pear(Chinese),KG,220.0,250.0,233.33
2024-06-30,Lettuce,KG,80.0,90.0,85.0
2024-06-30,Fish Fresh(Bachuwa),KG,240.0,250.0,245.0
2024-06-30,Fish Fresh(Rahu),KG,330.0,340.0,335.0
2024-06-30,Clive Green,KG,90.0,100.0,95.0
2024-06-30,Clive Dry,KG,150.0,160.0,155.0
2024-06-30,Garlic Dry Nepali,KG,200.0,210.0,205.0
2024-06-30,King Oyster,Kg,280.0,300.0,290.0
2024-06-30,Coriander Green,KG,50.0,70.0,60.0
2024-06-30,Garlic Green,KG,80.0,90.0,85.0
2024-06-30,Capsicum,KG,40.0,50.0,45.0
2024-06-30,Chilli Green(Akbare),KG,300.0,400.0,350.0
2024-06-30,Chilli Green(Machhe),KG,30.0,40.0,35.0
2024-06-30,Chilli Green(Bullet),KG,90.0,100.0,95.0
2024-06-30,Chilli Green,KG,90.0,100.0,95.0
2024-06-30,Chilli Dry,KG,450.0,480.0,463.33
2024-06-30,Ginger,KG,260.0,280.0,270.0
2024-06-30,Avocado,KG,550.0,600.0,576.67
2024-06-30,Kiwi,KG,550.0,600.0,576.67
2024-06-30,Papaya(Indian),KG,90.0,100.0,95.0
2024-06-30,Jack Fruit,KG,40.0,50.0,45.0
2024-06-30,Red Cabbbage,KG,40.0,50.0,45.0
2024-06-30,Garlic Dry Chinese,KG,220.0,230.0,225.0
2024-06-30,Sugarbeet,KG,50.0,60.0,55.0
2024-06-30,French Bean(Hybrid),KG,60.0,70.0,65.0
2024-06-30,French Bean(Local),KG,60.0,70.0,65.0
2024-06-30,Cowpea(Short),KG,90.0,100.0,95.0
2024-06-30,Cow pea(Long),KG,40.0,50.0,45.0
2024-06-30,Brinjal Round,KG,50.0,60.0,55.0
2024-06-30,Brinjal Long,KG,30.0,40.0,35.0
2024-06-30,Raddish White(Hybrid),KG,60.0,70.0,65.0
2024-06-30,Cauli Local(Jyapu),KG,90.0,100.0,95.0
2024-06-30,French Bean(Rajma),KG,100.0,120.0,110.0
2024-06-30,Cauli Local,KG,90.0,100.0,95.0
2024-06-30,Carrot(Local),KG,70.0,80.0,75.0
2024-06-30,Onion Dry (Indian),KG,95.0,100.0,97.67
2024-06-30,Potato Red(Mude),KG,50.0,52.0,51.0
2024-06-30,Potato Red(Indian),KG,50.0,53.0,51.67
2024-06-30,Potato Red,KG,60.0,62.0,61.0
2024-06-30,Tomato Small(Tunnel),KG,20.0,26.0,22.67
2024-06-30,Tomato Small(Local),KG,15.0,20.0,17.67
2024-06-30,Tomato Big(Nepali),KG,70.0,80.0,75.0
2024-06-30,Cabbage(Local),KG,25.0,30.0,27.67
2024-06-30,Soyabean Green,KG,90.0,100.0,95.0
2024-06-30,Drumstick,KG,200.0,220.0,210.0
2024-06-30,Bottle Gourd,KG,40.0,50.0,45.0
2024-06-30,Brocauli,KG,120.0,150.0,133.33
2024-06-30,Neuro,KG,80.0,90.0,85.0
2024-06-30,Asparagus,KG,200.0,250.0,226.67
2024-06-30,Mushroom(Button),KG,300.0,330.0,316.67
2024-06-30,Mushroom(Kanya),KG,110.0,150.0,130.0
2024-06-30,Bitter Gourd,KG,40.0,50.0,45.0
2024-06-30,Mustard Leaf,KG,30.0,40.0,35.0
2024-06-30,Brd Leaf Mustard,KG,50.0,60.0,55.0
2024-06-30,Christophine,KG,50.0,60.0,55.0
2024-06-30,Onion Green,KG,80.0,90.0,85.0
2024-06-30,Sweet Potato,KG,80.0,90.0,85.0
2024-06-30,Arum,KG,90.0,100.0,95.0
2024-06-30,Pointed Gourd(Terai),KG,30.0,40.0,35.0
2024-06-30,Snake Gourd,KG,40.0,50.0,45.0
2024-06-30,Smooth Gourd,KG,50.0,60.0,55.0
2024-06-30,Pointed Gourd(Local),KG,30.0,40.0,35.0
2024-06-30,Pumpkin,KG,35.0,40.0,37.67
2024-06-30,Squash(Round),KG,30.0,40.0,35.0
2024-06-30,Okara,KG,50.0,60.0,55.0
2024-06-30,Sponge Gourd,KG,50.0,60.0,55.0
2024-07-01,Pear(Chinese),KG,220.0,250.0,235.0
2024-07-01,Jack Fruit,KG,30.0,40.0,36.67
2024-07-01,Cucumber(Hybrid),KG,40.0,50.0,46.0
2024-07-01,Cucumber(Local),KG,80.0,100.0,88.0
2024-07-01,Pineapple,1 Pc,160.0,180.0,170.0
2024-07-01,Mandarin,KG,220.0,250.0,235.0
2024-07-01,Sweet Orange,KG,160.0,180.0,170.0
2024-07-01,Water Melon(Green),KG,50.0,60.0,55.0
2024-07-01,Turnip A,KG,70.0,80.0,75.0
2024-07-01,Mango(Maldah),KG,70.0,80.0,76.67
2024-07-01,Lime,KG,220.0,260.0,244.0
2024-07-01,Banana,Per Dozen,130.0,140.0,135.0
2024-07-01,Apple(Fuji),KG,300.0,320.0,310.0
2024-07-01,Gundruk,KG,250.0,300.0,275.0
2024-07-01,Tofu,KG,150.0,160.0,156.67
2024-07-01,Bamboo Shoot,KG,100.0,110.0,106.67
2024-07-01,Tamarind,KG,150.0,160.0,155.0
2024-07-01,Papaya(Indian),KG,80.0,90.0,87.5
2024-07-01,Mango(Dushari),KG,70.0,80.0,76.67
2024-07-01,Litchi(Local),KG,140.0,150.0,145.0
2024-07-01,Capsicum,KG,40.0,50.0,46.0
2024-07-01,Kiwi,KG,550.0,600.0,575.0
2024-07-01,Mint,KG,160.0,180.0,170.0
2024-07-01,King Oyster,Kg,280.0,300.0,290.0
2024-07-01,Fish Fresh(Chhadi),KG,230.0,250.0,240.0
2024-07-01,Fish Fresh(Bachuwa),KG,240.0,250.0,245.0
2024-07-01,Fish Fresh(Rahu),KG,330.0,340.0,335.0
2024-07-01,Clive Green,KG,100.0,120.0,110.0
2024-07-01,Clive Dry,KG,150.0,160.0,155.0
2024-07-01,Garlic Dry Nepali,KG,190.0,200.0,195.0
2024-07-01,Litchi(Indian),KG,200.0,250.0,225.0
2024-07-01,Garlic Dry Chinese,KG,200.0,220.0,208.0
2024-07-01,Garlic Green,KG,80.0,90.0,86.0
2024-07-01,Chilli Green(Akbare),KG,300.0,400.0,350.0
2024-07-01,Chilli Green(Machhe),KG,30.0,40.0,37.5
2024-07-01,Chilli Green(Bullet),KG,80.0,90.0,85.0
2024-07-01,Chilli Green,KG,80.0,90.0,86.0
2024-07-01,Chilli Dry,KG,460.0,500.0,480.0
2024-07-01,Ginger,KG,250.0,270.0,260.0
2024-07-01,Avocado,KG,550.0,600.0,575.0
2024-07-01,Coriander Green,KG,60.0,80.0,70.0
2024-07-01,Celery,KG,160.0,180.0,170.0
2024-07-01,Parseley,KG,250.0,260.0,255.0
2024-07-01,Cauli Local(Jyapu),KG,80.0,90.0,85.0
2024-07-01,French Bean(Rajma),KG,110.0,120.0,115.0
2024-07-01,French Bean(Hybrid),KG,60.0,80.0,70.0
2024-07-01,Cowpea(Short),KG,80.0,90.0,85.0
2024-07-01,Cow pea(Long),KG,50.0,60.0,54.0
2024-07-01,Brinjal Round,KG,50.0,60.0,56.67
2024-07-01,Brinjal Long,KG,40.0,50.0,46.0
2024-07-01,Raddish White(Hybrid),KG,50.0,60.0,55.0
2024-07-01,Cauli Local,KG,60.0,70.0,66.0
2024-07-01,Soyabean Green,KG,80.0,90.0,86.0
2024-07-01,Cabbage(Local),KG,22.0,30.0,26.0
2024-07-01,Onion Dry (Indian),KG,90.0,95.0,93.0
2024-07-01,Potato Red(Mude),KG,50.0,52.0,51.2
2024-07-01,Potato Red(Indian),KG,54.0,56.0,55.33
2024-07-01,Potato Red,KG,60.0,62.0,61.2
2024-07-01,Tomato Small(Tunnel),KG,18.0,26.0,22.8
2024-07-01,Tomato Small(Local),KG,12.0,16.0,14.2
2024-07-01,Tomato Big(Nepali),KG,60.0,70.0,66.67
2024-07-01,Lettuce,KG,80.0,90.0,86.67
2024-07-01,Carrot(Local),KG,60.0,70.0,66.0
2024-07-01,Bitter Gourd,KG,30.0,40.0,36.0
2024-07-01,French Bean(Local),KG,60.0,80.0,68.0
2024-07-01,Pointed Gourd(Local),KG,25.0,35.0,30.0
2024-07-01,Red Cabbbage,KG,50.0,60.0,55.0
2024-07-01,Sugarbeet,KG,50.0,60.0,56.67
2024-07-01,Brocauli,KG,150.0,170.0,160.0
2024-07-01,Neuro,KG,70.0,80.0,75.0
2024-07-01,Asparagus,KG,200.0,250.0,225.0
2024-07-01,Mushroom(Button),KG,200.0,240.0,220.0
2024-07-01,Bottle Gourd,KG,50.0,60.0,55.0
2024-07-01,Onion Green,KG,80.0,90.0,86.67
2024-07-01,Mustard Leaf,KG,40.0,50.0,45.0
2024-07-01,Brd Leaf Mustard,KG,50.0,60.0,56.67
2024-07-01,Mushroom(Kanya),KG,80.0,120.0,100.0
2024-07-01,Arum,KG,100.0,110.0,105.0
2024-07-01,Okara,KG,50.0,60.0,56.0
2024-07-01,Squash(Round),KG,20.0,30.0,25.0
2024-07-01,Pumpkin,KG,35.0,40.0,38.0
2024-07-01,Sponge Gourd,KG,40.0,50.0,46.67
2024-07-01,Smooth Gourd,KG,60.0,70.0,65.0
2024-07-01,Christophine,KG,50.0,60.0,56.0
2024-07-01,Snake Gourd,KG,40.0,50.0,46.67
2024-07-02,Cucumber(Local),KG,70.0,90.0,80.0
2024-07-02,Pomegranate,KG,350.0,400.0,376.67
2024-07-02,Mango(Maldah),KG,70.0,80.0,75.0
2024-07-02,Mango(Dushari),KG,70.0,80.0,75.0
2024-07-02,Pineapple,1 Pc,160.0,180.0,170.0
2024-07-02,Sweet Orange,KG,160.0,180.0,170.0
2024-07-02,Mandarin,KG,220.0,250.0,233.33
2024-07-02,Lime,KG,220.0,250.0,233.33
2024-07-02,Water Melon(Green),KG,50.0,60.0,55.0
2024-07-02,Banana,Per Dozen,130.0,140.0,135.0
2024-07-02,Lettuce,KG,80.0,90.0,85.0
2024-07-02,Gundruk,KG,250.0,300.0,276.67
2024-07-02,Tofu,KG,150.0,160.0,155.0
2024-07-02,Bamboo Shoot,KG,90.0,100.0,95.0
2024-07-02,Tamarind,KG,150.0,160.0,155.0
2024-07-02,Turnip A,KG,70.0,80.0,75.0
2024-07-02,Mint,KG,160.0,180.0,170.0
2024-07-02,Parseley,KG,250.0,260.0,255.0
2024-07-02,Celery,KG,160.0,180.0,170.0
2024-07-02,Cucumber(Hybrid),KG,30.0,40.0,35.0
2024-07-02,Apple(Fuji),KG,300.0,320.0,310.0
2024-07-02,Jack Fruit,KG,30.0,40.0,35.0
2024-07-02,Fish Fresh(Chhadi),KG,230.0,250.0,240.0
2024-07-02,Papaya(Indian),KG,80.0,90.0,85.0
2024-07-02,King Oyster,Kg,280.0,300.0,290.0
2024-07-02,Fish Fresh(Bachuwa),KG,240.0,250.0,245.0
2024-07-02,Fish Fresh(Rahu),KG,330.0,340.0,335.0
2024-07-02,Clive Dry,KG,150.0,160.0,155.0
2024-07-02,Garlic Dry Nepali,KG,190.0,200.0,195.0
2024-07-02,Garlic Dry Chinese,KG,200.0,220.0,210.0
2024-07-02,Coriander Green,KG,50.0,70.0,60.0
2024-07-02,Garlic Green,KG,80.0,90.0,85.0
2024-07-02,Capsicum,KG,40.0,50.0,45.0
2024-07-02,Chilli Green(Akbare),KG,300.0,400.0,350.0
2024-07-02,Chilli Green(Machhe),KG,30.0,40.0,35.0
2024-07-02,Chilli Green(Bullet),KG,80.0,90.0,85.0
2024-07-02,Chilli Green,KG,80.0,90.0,85.0
2024-07-02,Chilli Dry,KG,450.0,500.0,475.0
2024-07-02,Ginger,KG,250.0,280.0,266.67
2024-07-02,Avocado,KG,550.0,600.0,576.67
2024-07-02,Kiwi,KG,550.0,600.0,576.67
2024-07-02,Litchi(Indian),KG,200.0,250.0,226.67
2024-07-02,Litchi(Local),KG,130.0,150.0,140.0
2024-07-02,Pear(Chinese),KG,220.0,250.0,233.33
2024-07-02,Red Cabbbage,KG,45.0,50.0,47.5
2024-07-02,Clive Green,KG,100.0,120.0,110.0
2024-07-02,Sugarbeet,KG,50.0,60.0,55.0
2024-07-02,French Bean(Local),KG,60.0,70.0,65.0
2024-07-02,Cowpea(Short),KG,80.0,90.0,85.0
2024-07-02,Cow pea(Long),KG,40.0,50.0,45.0
2024-07-02,Brinjal Round,KG,50.0,60.0,55.0
2024-07-02,Brinjal Long,KG,40.0,50.0,45.0
2024-07-02,Raddish White(Hybrid),KG,50.0,60.0,55.0
2024-07-02,Raddish White(Local),KG,40.0,50.0,45.0
2024-07-02,Raddish Red,KG,30.0,40.0,35.0
2024-07-02,Cauli Local(Jyapu),KG,90.0,100.0,95.0
2024-07-02,Cauli Local,KG,80.0,90.0,85.0
2024-07-02,Cabbage(Local),KG,22.0,30.0,25.67
2024-07-02,Carrot(Local),KG,60.0,70.0,65.0
2024-07-02,Onion Dry (Indian),KG,90.0,95.0,92.33
2024-07-02,Potato Red(Mude),KG,50.0,52.0,51.0
2024-07-02,Potato Red(Indian),KG,54.0,56.0,55.0
2024-07-02,Drumstick,KG,180.0,200.0,190.0
2024-07-02,Potato Red,KG,60.0,62.0,61.0
2024-07-02,Tomato Small(Local),KG,15.0,20.0,17.67
2024-07-02,Tomato Big(Nepali),KG,60.0,70.0,65.0
2024-07-02,French Bean(Hybrid),KG,60.0,70.0,65.0
2024-07-02,French Bean(Rajma),KG,110.0,120.0,115.0
2024-07-02,Tomato Small(Tunnel),KG,20.0,30.0,25.0
2024-07-02,Bitter Gourd,KG,25.0,35.0,30.0
2024-07-02,Soyabean Green,KG,90.0,100.0,95.0
2024-07-02,Brocauli,KG,180.0,200.0,190.0
2024-07-02,Asparagus,KG,200.0,250.0,226.67
2024-07-02,Mushroom(Button),KG,240.0,280.0,260.0
2024-07-02,Mushroom(Kanya),KG,80.0,120.0,96.67
2024-07-02,Onion Green,KG,80.0,90.0,85.0
2024-07-02,Mustard Leaf,KG,40.0,50.0,45.0
2024-07-02,Brd Leaf Mustard,KG,60.0,70.0,65.0
2024-07-02,Christophine,KG,50.0,60.0,55.0
2024-07-02,Arum,KG,90.0,100.0,95.0
2024-07-02,Neuro,KG,70.0,80.0,75.0
2024-07-02,Okara,KG,60.0,70.0,65.0
2024-07-02,Squash(Round),KG,25.0,35.0,30.0
2024-07-02,Pumpkin,KG,35.0,40.0,37.67
2024-07-02,Sponge Gourd,KG,40.0,50.0,45.0
2024-07-02,Smooth Gourd,KG,60.0,70.0,65.0
2024-07-02,Snake Gourd,KG,40.0,50.0,45.0
2024-07-02,Pointed Gourd(Terai),KG,30.0,40.0,35.0
2024-07-02,Bottle Gourd,KG,50.0,60.0,55.0
2024-07-02,Pointed Gourd(Local),KG,30.0,40.0,35.0
2024-07-02,Sweet Potato,KG,80.0,90.0,85.0
2024-07-03,Mango(Maldah),KG,60.0,80.0,70.0
2024-07-03,Mango(Dushari),KG,70.0,80.0,76.67
2024-07-03,Pineapple,1 Pc,160.0,180.0,170.0
2024-07-03,Sweet Orange,KG,160.0,180.0,170.0
2024-07-03,Mandarin,KG,220.0,250.0,235.0
2024-07-03,Cucumber(Local),KG,60.0,80.0,70.0
2024-07-03,Water Melon(Green),KG,50.0,55.0,52.5
2024-07-03,Lime,KG,200.0,250.0,225.0
2024-07-03,Tofu,KG,150.0,160.0,156.67
2024-07-03,Apple(Fuji),KG,300.0,320.0,310.0
2024-07-03,Gundruk,KG,250.0,300.0,275.0
2024-07-03,Bamboo Shoot,KG,100.0,110.0,105.0
2024-07-03,Tamarind,KG,150.0,160.0,156.67
2024-07-03,Turnip A,KG,70.0,80.0,76.67
2024-07-03,Mint,KG,160.0,180.0,170.0
2024-07-03,Cucumber(Hybrid),KG,35.0,45.0,40.0
2024-07-03,Parseley,KG,250.0,280.0,265.0
2024-07-03,Banana,Per Dozen,130.0,140.0,136.67
2024-07-03,Jack Fruit,KG,40.0,50.0,45.0
2024-07-03,Capsicum,KG,40.0,50.0,46.0
2024-07-03,Papaya(Indian),KG,80.0,90.0,86.67
2024-07-03,Celery,KG,160.0,180.0,170.0
2024-07-03,Fish Fresh(Chhadi),KG,240.0,260.0,250.0
2024-07-03,Fish Fresh(Bachuwa),KG,240.0,250.0,246.67
2024-07-03,Fish Fresh(Rahu),KG,330.0,340.0,335.0
2024-07-03,Clive Green,KG,150.0,160.0,155.0
2024-07-03,Clive Dry,KG,140.0,150.0,145.0
2024-07-03,Garlic Dry Nepali,KG,220.0,230.0,223.33
2024-07-03,Garlic Dry Chinese,KG,210.0,220.0,216.0
2024-07-03,Pear(Chinese),KG,220.0,250.0,235.0
2024-07-03,Coriander Green,KG,150.0,200.0,172.0
2024-07-03,Chilli Green(Akbare),KG,300.0,400.0,350.0
2024-07-03,Chilli Green(Machhe),KG,40.0,50.0,46.0
2024-07-03,Chilli Green(Bullet),KG,90.0,100.0,96.0
2024-07-03,Chilli Green,KG,90.0,100.0,96.0
2024-07-03,Chilli Dry,KG,460.0,500.0,480.0
2024-07-03,Ginger,KG,220.0,250.0,240.0
2024-07-03,Avocado,KG,600.0,650.0,625.0
2024-07-03,Kiwi,KG,550.0,600.0,575.0
2024-07-03,Garlic Green,KG,80.0,90.0,85.0
2024-07-03,Lettuce,KG,80.0,90.0,86.67
2024-07-03,King Oyster,Kg,280.0,300.0,290.0
2024-07-03,Sugarbeet,KG,60.0,70.0,66.67
2024-07-03,French Bean(Local),KG,60.0,80.0,68.0
2024-07-03,Cowpea(Short),KG,90.0,100.0,96.67
2024-07-03,Cow pea(Long),KG,40.0,50.0,46.0
2024-07-03,Brinjal Round,KG,50.0,60.0,56.67
2024-07-03,Brinjal Long,KG,30.0,40.0,36.0
2024-07-03,Raddish White(Local),KG,50.0,60.0,56.0
2024-07-03,Cauli Local(Jyapu),KG,80.0,90.0,86.67
2024-07-03,Cauli Local,KG,70.0,80.0,75.0
2024-07-03,Cabbage(Local),KG,18.0,25.0,21.6
2024-07-03,Carrot(Local),KG,60.0,70.0,65.0
2024-07-03,Onion Dry (Indian),KG,88.0,92.0,90.4
2024-07-03,Potato Red(Mude),KG,48.0,52.0,50.0
2024-07-03,Potato Red(Indian),KG,54.0,56.0,55.0
2024-07-03,Potato Red,KG,58.0,62.0,60.4
2024-07-03,Tomato Small(Tunnel),KG,28.0,35.0,32.6
2024-07-03,Tomato Small(Local),KG,20.0,25.0,22.5
2024-07-03,Tomato Big(Nepali),KG,60.0,70.0,66.67
2024-07-03,French Bean(Hybrid),KG,60.0,80.0,70.0
2024-07-03,French Bean(Rajma),KG,120.0,130.0,125.0
2024-07-03,Red Cabbbage,KG,50.0,60.0,55.0
2024-07-03,Bitter Gourd,KG,40.0,50.0,46.0
2024-07-03,Soyabean Green,KG,80.0,90.0,86.0
2024-07-03,Brocauli,KG,140.0,160.0,150.0
2024-07-03,Neuro,KG,80.0,90.0,85.0
2024-07-03,Asparagus,KG,200.0,220.0,210.0
2024-07-03,Mushroom(Button),KG,250.0,300.0,280.0
2024-07-03,Mushroom(Kanya),KG,100.0,130.0,114.0
2024-07-03,Mustard Leaf,KG,40.0,50.0,45.0
2024-07-03,Brd Leaf Mustard,KG,50.0,60.0,56.67
2024-07-03,Christophine,KG,50.0,60.0,55.0
2024-07-03,Onion Green,KG,80.0,90.0,86.67
2024-07-03,Okara,KG,70.0,90.0,78.0
2024-07-03,Squash(Round),KG,30.0,40.0,35.0
2024-07-03,Bottle Gourd,KG,60.0,70.0,64.0
2024-07-03,Pumpkin,KG,35.0,40.0,37.5
2024-07-03,Sponge Gourd,KG,40.0,50.0,45.0
2024-07-03,Smooth Gourd,KG,60.0,70.0,66.0
2024-07-03,Snake Gourd,KG,40.0,50.0,46.67
2024-07-03,Pointed Gourd(Local),KG,28.0,35.0,31.6
2024-07-03,Arum,KG,90.0,100.0,95.0
2024-07-04,Mango(Maldah),KG,60.0,70.0,65.0
2024-07-04,Mango(Dushari),KG,70.0,80.0,75.0
2024-07-04,Pineapple,1 Pc,160.0,180.0,170.0
2024-07-04,Sweet Orange,KG,160.0,180.0,170.0
2024-07-04,Mandarin,KG,220.0,250.0,233.33
2024-07-04,Pomegranate,KG,350.0,400.0,376.67
2024-07-04,Water Melon(Green),KG,50.0,60.0,55.0
2024-07-04,Lime,KG,220.0,250.0,233.33
2024-07-04,Celery,KG,160.0,180.0,170.0
2024-07-04,Apple(Fuji),KG,300.0,320.0,310.0
2024-07-04,Gundruk,KG,250.0,300.0,276.67
2024-07-04,Tofu,KG,110.0,120.0,115.0
2024-07-04,Bamboo Shoot,KG,90.0,100.0,95.0
2024-07-04,Tamarind,KG,150.0,160.0,155.0
2024-07-04,Turnip A,KG,70.0,80.0,75.0
2024-07-04,Mint,KG,160.0,180.0,170.0
2024-07-04,Parseley,KG,250.0,280.0,263.33
2024-07-04,Cucumber(Local),KG,70.0,80.0,75.0
2024-07-04,Banana,Per Dozen,130.0,140.0,135.0
2024-07-04,Cucumber(Hybrid),KG,30.0,40.0,35.0
2024-07-04,Chilli Green(Machhe),KG,30.0,40.0,35.0
2024-07-04,Pear(Chinese),KG,220.0,250.0,233.33
2024-07-04,King Oyster,Kg,280.0,300.0,290.0
2024-07-04,Lettuce,KG,80.0,90.0,85.0
2024-07-04,Fish Fresh(Bachuwa),KG,240.0,250.0,245.0
2024-07-04,Fish Fresh(Rahu),KG,330.0,340.0,335.0
2024-07-04,Clive Green,KG,90.0,100.0,95.0
2024-07-04,Clive Dry,KG,140.0,150.0,145.0
2024-07-04,Garlic Dry Nepali,KG,220.0,230.0,225.0
2024-07-04,Garlic Dry Chinese,KG,210.0,220.0,215.0
2024-07-04,Coriander Green,KG,70.0,90.0,80.0
2024-07-04,Garlic Green,KG,60.0,70.0,65.0
2024-07-04,Capsicum,KG,40.0,50.0,45.0
2024-07-04,Chilli Green(Akbare),KG,250.0,350.0,300.0
2024-07-04,Chilli Green(Bullet),KG,80.0,90.0,85.0
2024-07-04,Chilli Green,KG,80.0,90.0,85.0
2024-07-04,Chilli Dry,KG,460.0,500.0,480.0
2024-07-04,Ginger,KG,220.0,250.0,233.33
2024-07-04,Avocado,KG,550.0,600.0,576.67
2024-07-04,Kiwi,KG,550.0,600.0,576.67
2024-07-04,Papaya(Indian),KG,80.0,90.0,85.0
2024-07-04,Jack Fruit,KG,40.0,50.0,45.0
2024-07-04,Fish Fresh(Chhadi),KG,240.0,260.0,250.0
2024-07-04,Sugarbeet,KG,50.0,60.0,55.0
2024-07-04,Brocauli,KG,120.0,140.0,130.0
2024-07-04,French Bean(Local),KG,60.0,70.0,65.0
2024-07-04,Cowpea(Short),KG,90.0,100.0,95.0
2024-07-04,Cow pea(Long),KG,40.0,50.0,45.0
2024-07-04,Brinjal Round,KG,50.0,60.0,55.0
2024-07-04,Brinjal Long,KG,25.0,35.0,30.0
2024-07-04,Raddish White(Hybrid),KG,50.0,60.0,55.0
2024-07-04,Raddish White(Local),KG,50.0,60.0,55.0
2024-07-04,Cauli Local(Jyapu),KG,90.0,100.0,95.0
